config,run,cleaned,steps_to_clean,n_green,n_yellow,n_red,n_waste,height,width
1 robot/color,0,True,730.0,1,1,1,2,15,15
1 robot/color,1,True,499.0,1,1,1,2,15,15
1 robot/color,2,True,576.0,1,1,1,2,15,15
1 robot/color,3,True,675.0,1,1,1,2,15,15
1 robot/color,4,True,984.0,1,1,1,2,15,15
1 robot/color,5,True,799.0,1,1,1,2,15,15
1 robot/color,6,True,1445.0,1,1,1,2,15,15
1 robot/color,7,True,2024.0,1,1,1,2,15,15
1 robot/color,8,True,398.0,1,1,1,2,15,15
1 robot/color,9,True,665.0,1,1,1,2,15,15
1 robot/color,10,True,1188.0,1,1,1,2,15,15
1 robot/color,11,True,917.0,1,1,1,2,15,15
1 robot/color,12,True,1291.0,1,1,1,2,15,15
1 robot/color,13,True,626.0,1,1,1,2,15,15
1 robot/color,14,True,438.0,1,1,1,2,15,15
1 robot/color,15,True,584.0,1,1,1,2,15,15
1 robot/color,16,True,1521.0,1,1,1,2,15,15
1 robot/color,17,True,778.0,1,1,1,2,15,15
1 robot/color,18,True,1061.0,1,1,1,2,15,15
1 robot/color,19,True,2418.0,1,1,1,2,15,15
3 robots/color,0,True,328.0,3,3,3,2,15,15
3 robots/color,1,True,429.0,3,3,3,2,15,15
3 robots/color,2,True,175.0,3,3,3,2,15,15
3 robots/color,3,True,330.0,3,3,3,2,15,15
3 robots/color,4,True,563.0,3,3,3,2,15,15
3 robots/color,5,True,262.0,3,3,3,2,15,15
3 robots/color,6,True,389.0,3,3,3,2,15,15
3 robots/color,7,True,392.0,3,3,3,2,15,15
3 robots/color,8,True,219.0,3,3,3,2,15,15
3 robots/color,9,True,347.0,3,3,3,2,15,15
3 robots/color,10,True,388.0,3,3,3,2,15,15
3 robots/color,11,True,304.0,3,3,3,2,15,15
3 robots/color,12,True,664.0,3,3,3,2,15,15
3 robots/color,13,True,562.0,3,3,3,2,15,15
3 robots/color,14,True,167.0,3,3,3,2,15,15
3 robots/color,15,True,541.0,3,3,3,2,15,15
3 robots/color,16,True,327.0,3,3,3,2,15,15
3 robots/color,17,True,368.0,3,3,3,2,15,15
3 robots/color,18,True,666.0,3,3,3,2,15,15
3 robots/color,19,True,289.0,3,3,3,2,15,15
10 robots/color,0,True,69.0,10,10,10,2,15,15
10 robots/color,1,True,280.0,10,10,10,2,15,15
10 robots/color,2,True,195.0,10,10,10,2,15,15
10 robots/color,3,True,94.0,10,10,10,2,15,15
10 robots/color,4,True,75.0,10,10,10,2,15,15
10 robots/color,5,True,101.0,10,10,10,2,15,15
10 robots/color,6,True,89.0,10,10,10,2,15,15
10 robots/color,7,True,163.0,10,10,10,2,15,15
10 robots/color,8,True,188.0,10,10,10,2,15,15
10 robots/color,9,True,123.0,10,10,10,2,15,15
10 robots/color,10,True,97.0,10,10,10,2,15,15
10 robots/color,11,True,419.0,10,10,10,2,15,15
10 robots/color,12,True,390.0,10,10,10,2,15,15
10 robots/color,13,True,933.0,10,10,10,2,15,15
10 robots/color,14,True,190.0,10,10,10,2,15,15
10 robots/color,15,True,89.0,10,10,10,2,15,15
10 robots/color,16,True,237.0,10,10,10,2,15,15
10 robots/color,17,True,200.0,10,10,10,2,15,15
10 robots/color,18,True,353.0,10,10,10,2,15,15
10 robots/color,19,True,102.0,10,10,10,2,15,15
14 robots/color,0,True,151.0,14,14,14,2,15,15
14 robots/color,1,True,94.0,14,14,14,2,15,15
14 robots/color,2,True,919.0,14,14,14,2,15,15
14 robots/color,3,True,124.0,14,14,14,2,15,15
14 robots/color,4,True,147.0,14,14,14,2,15,15
14 robots/color,5,True,154.0,14,14,14,2,15,15
14 robots/color,6,True,102.0,14,14,14,2,15,15
14 robots/color,7,True,263.0,14,14,14,2,15,15
14 robots/color,8,True,132.0,14,14,14,2,15,15
