config,run,cleaned,steps_to_clean,n_green,n_yellow,n_red,n_waste,height,width
Medium (w=15),18,True,79,5,5,5,2,15,15
Medium (w=15),19,True,92,5,5,5,2,15,15
Wide (w=21),0,True,306,5,5,5,2,15,21
Wide (w=21),1,True,487,5,5,5,2,15,21
Wide (w=21),2,True,283,5,5,5,2,15,21
Wide (w=21),3,True,322,5,5,5,2,15,21
Wide (w=21),4,True,120,5,5,5,2,15,21
Wide (w=21),5,True,149,5,5,5,2,15,21
Wide (w=21),6,True,215,5,5,5,2,15,21
Wide (w=21),7,True,116,5,5,5,2,15,21
Wide (w=21),8,True,152,5,5,5,2,15,21
Wide (w=21),9,True,386,5,5,5,2,15,21
Wide (w=21),10,True,736,5,5,5,2,15,21
Wide (w=21),11,True,311,5,5,5,2,15,21
Wide (w=21),12,True,133,5,5,5,2,15,21
Wide (w=21),13,True,132,5,5,5,2,15,21
Wide (w=21),14,True,187,5,5,5,2,15,21
Wide (w=21),15,True,185,5,5,5,2,15,21
Wide (w=21),16,True,316,5,5,5,2,15,21
Wide (w=21),17,True,193,5,5,5,2,15,21
Wide (w=21),18,True,165,5,5,5,2,15,21
Wide (w=21),19,True,298,5,5,5,2,15,21
Very wide (w=30),0,True,435,5,5,5,2,15,30
Very wide (w=30),1,True,415,5,5,5,2,15,30
Very wide (w=30),2,True,926,5,5,5,2,15,30
Very wide (w=30),3,True,243,5,5,5,2,15,30
Very wide (w=30),4,True,441,5,5,5,2,15,30
Very wide (w=30),5,True,380,5,5,5,2,15,30
Very wide (w=30),6,True,314,5,5,5,2,15,30
Very wide (w=30),7,True,1007,5,5,5,2,15,30
Very wide (w=30),8,True,444,5,5,5,2,15,30
Very wide (w=30),9,True,201,5,5,5,2,15,30
Very wide (w=30),10,True,887,5,5,5,2,15,30
Very wide (w=30),11,True,490,5,5,5,2,15,30
Very wide (w=30),12,True,374,5,5,5,2,15,30
Very wide (w=30),13,True,241,5,5,5,2,15,30
Very wide (w=30),14,True,501,5,5,5,2,15,30
Very wide (w=30),15,True,371,5,5,5,2,15,30
Very wide (w=30),16,True,407,5,5,5,2,15,30
Very wide (w=30),17,True,167,5,5,5,2,15,30
Very wide (w=30),18,True,468,5,5,5,2,15,30
Very wide (w=30),19,True,323,5,5,5,2,15,30
Short (h=6),0,True,50,5,5,5,2,6,15
Short (h=6),1,True,50,5,5,5,2,6,15
Short (h=6),2,True,44,5,5,5,2,6,15
Short (h=6),3,True,54,5,5,5,2,6,15
Short (h=6),4,True,57,5,5,5,2,6,15
Short (h=6),5,True,44,5,5,5,2,6,15
Short (h=6),6,True,63,5,5,5,2,6,15
Short (h=6),7,True,47,5,5,5,2,6,15
Short (h=6),8,True,52,5,5,5,2,6,15
Short (h=6),9,True,52,5,5,5,2,6,15
Short (h=6),10,True,42,5,5,5,2,6,15
Short (h=6),11,True,52,5,5,5,2,6,15
Short (h=6),12,True,46,5,5,5,2,6,15
Short (h=6),13,True,47,5,5,5,2,6,15
Short (h=6),14,True,49,5,5,5,2,6,15
Short (h=6),15,True,48,5,5,5,2,6,15
Short (h=6),16,True,46,5,5,5,2,6,15
Short (h=6),17,True,53,5,5,5,2,6,15
Short (h=6),18,True,51,5,5,5,2,6,15
Short (h=6),19,True,49,5,5,5,2,6,15
Medium (h=15),0,True,202,5,5,5,2,15,15
Medium (h=15),1,True,198,5,5,5,2,15,15
Medium (h=15),2,True,99,5,5,5,2,15,15
Medium (h=15),3,True,116,5,5,5,2,15,15
Medium (h=15),4,True,79,5,5,5,2,15,15
Medium (h=15),5,True,59,5,5,5,2,15,15
Medium (h=15),6,True,239,5,5,5,2,15,15
Medium (h=15),7,True,176,5,5,5,2,15,15
Medium (h=15),8,True,211,5,5,5,2,15,15
Medium (h=15),9,True,392,5,5,5,2,15,15
Medium (h=15),10,True,354,5,5,5,2,15,15
Medium (h=15),11,True,151,5,5,5,2,15,15
Medium (h=15),12,True,214,5,5,5,2,15,15
Medium (h=15),13,True,98,5,5,5,2,15,15
Medium (h=15),14,True,75,5,5,5,2,15,15
Medium (h=15),15,True,92,5,5,5,2,15,15
Medium (h=15),16,True,315,5,5,5,2,15,15
Medium (h=15),17,True,190,5,5,5,2,15,15
Medium (h=15),18,True,79,5,5,5,2,15,15
Medium (h=15),19,True,92,5,5,5,2,15,15
Tall (h=24),0,True,251,5,5,5,2,24,15
Tall (h=24),1,True,317,5,5,5,2,24,15
Tall (h=24),2,True,755,5,5,5,2,24,15
Tall (h=24),3,True,1049,5,5,5,2,24,15
Tall (h=24),4,True,244,5,5,5,2,24,15
Tall (h=24),5,True,280,5,5,5,2,24,15
Tall (h=24),6,True,205,5,5,5,2,24,15
Tall (h=24),7,True,389,5,5,5,2,24,15
Tall (h=24),8,True,436,5,5,5,2,24,15
Tall (h=24),9,True,138,5,5,5,2,24,15
Tall (h=24),10,True,368,5,5,5,2,24,15
Tall (h=24),11,True,589,5,5,5,2,24,15
Tall (h=24),12,True,487,5,5,5,2,24,15
Tall (h=24),13,True,270,5,5,5,2,24,15
Tall (h=24),14,True,426,5,5,5,2,24,15
Tall (h=24),15,True,152,5,5,5,2,24,15
Tall (h=24),16,True,331,5,5,5,2,24,15
Tall (h=24),17,True,430,5,5,5,2,24,15
Tall (h=24),18,True,808,5,5,5,2,24,15
Tall (h=24),19,True,426,5,5,5,2,24,15
Very tall (h=36),0,True,555,5,5,5,2,36,15
Very tall (h=36),1,True,846,5,5,5,2,36,15
Very tall (h=36),2,True,432,5,5,5,2,36,15
Very tall (h=36),3,True,422,5,5,5,2,36,15
Very tall (h=36),4,True,1679,5,5,5,2,36,15
Very tall (h=36),5,True,1711,5,5,5,2,36,15
Very tall (h=36),6,True,2165,5,5,5,2,36,15
Very tall (h=36),7,True,2092,5,5,5,2,36,15
Very tall (h=36),8,True,2016,5,5,5,2,36,15
Very tall (h=36),9,True,362,5,5,5,2,36,15
Very tall (h=36),10,True,558,5,5,5,2,36,15
Very tall (h=36),11,True,871,5,5,5,2,36,15
Very tall (h=36),12,True,320,5,5,5,2,36,15
Very tall (h=36),13,True,496,5,5,5,2,36,15
Very tall (h=36),14,True,3253,5,5,5,2,36,15
Very tall (h=36),15,True,1648,5,5,5,2,36,15
Very tall (h=36),16,True,275,5,5,5,2,36,15
Very tall (h=36),17,True,1664,5,5,5,2,36,15
Very tall (h=36),18,True,3397,5,5,5,2,36,15
Very tall (h=36),19,True,212,5,5,5,2,36,15
"Low waste (n=1, 7 total)",0,True,171,5,5,5,1,15,15
"Low waste (n=1, 7 total)",1,True,161,5,5,5,1,15,15
"Low waste (n=1, 7 total)",2,True,65,5,5,5,1,15,15
"Low waste (n=1, 7 total)",3,True,53,5,5,5,1,15,15
"Low waste (n=1, 7 total)",4,True,224,5,5,5,1,15,15
"Low waste (n=1, 7 total)",5,True,199,5,5,5,1,15,15
"Low waste (n=1, 7 total)",6,True,152,5,5,5,1,15,15
"Low waste (n=1, 7 total)",7,True,112,5,5,5,1,15,15
"Low waste (n=1, 7 total)",8,True,103,5,5,5,1,15,15
"Low waste (n=1, 7 total)",9,True,174,5,5,5,1,15,15
"Low waste (n=1, 7 total)",10,True,231,5,5,5,1,15,15
"Low waste (n=1, 7 total)",11,True,133,5,5,5,1,15,15
"Low waste (n=1, 7 total)",12,True,129,5,5,5,1,15,15
"Low waste (n=1, 7 total)",13,True,90,5,5,5,1,15,15
"Low waste (n=1, 7 total)",14,True,249,5,5,5,1,15,15
"Low waste (n=1, 7 total)",15,True,310,5,5,5,1,15,15
"Low waste (n=1, 7 total)",16,True,437,5,5,5,1,15,15
"Low waste (n=1, 7 total)",17,True,150,5,5,5,1,15,15
"Low waste (n=1, 7 total)",18,True,88,5,5,5,1,15,15
"Low waste (n=1, 7 total)",19,True,119,5,5,5,1,15,15
"High waste (n=4, 28 total)",0,True,81,5,5,5,4,15,15
"High waste (n=4, 28 total)",1,True,131,5,5,5,4,15,15
"High waste (n=4, 28 total)",2,True,96,5,5,5,4,15,15
"High waste (n=4, 28 total)",3,True,198,5,5,5,4,15,15
"High waste (n=4, 28 total)",4,True,188,5,5,5,4,15,15
"High waste (n=4, 28 total)",5,True,156,5,5,5,4,15,15
"High waste (n=4, 28 total)",6,True,80,5,5,5,4,15,15
"High waste (n=4, 28 total)",7,True,513,5,5,5,4,15,15
"High waste (n=4, 28 total)",8,True,164,5,5,5,4,15,15
"High waste (n=4, 28 total)",9,True,148,5,5,5,4,15,15
"High waste (n=4, 28 total)",10,True,146,5,5,5,4,15,15
"High waste (n=4, 28 total)",11,True,192,5,5,5,4,15,15
"High waste (n=4, 28 total)",12,True,171,5,5,5,4,15,15
"High waste (n=4, 28 total)",13,True,148,5,5,5,4,15,15
"High waste (n=4, 28 total)",14,True,176,5,5,5,4,15,15
"High waste (n=4, 28 total)",15,True,141,5,5,5,4,15,15
"High waste (n=4, 28 total)",16,True,129,5,5,5,4,15,15
"High waste (n=4, 28 total)",17,True,159,5,5,5,4,15,15
"High waste (n=4, 28 total)",18,True,79,5,5,5,4,15,15
"High waste (n=4, 28 total)",19,True,161,5,5,5,4,15,15
"Very high waste (n=10, 70 total)",0,True,139,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",1,True,257,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",2,True,192,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",3,True,121,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",4,True,146,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",5,True,139,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",6,True,108,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",7,True,130,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",8,True,125,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",9,True,153,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",10,True,138,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",11,True,111,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",12,True,125,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",13,True,130,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",14,True,115,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",15,True,130,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",16,True,159,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",17,True,140,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",18,True,132,5,5,5,10,15,15
"Very high waste (n=10, 70 total)",19,True,129,5,5,5,10,15,15
