config,run,cleaned,steps_to_clean,n_green,n_yellow,n_red,n_waste,height,width
1 robot/color,0,True,607,1,1,1,2,15,15
1 robot/color,1,True,499,1,1,1,2,15,15
1 robot/color,2,True,630,1,1,1,2,15,15
1 robot/color,3,True,1409,1,1,1,2,15,15
1 robot/color,4,True,846,1,1,1,2,15,15
1 robot/color,5,True,825,1,1,1,2,15,15
1 robot/color,6,True,1088,1,1,1,2,15,15
1 robot/color,7,True,1465,1,1,1,2,15,15
1 robot/color,8,True,1521,1,1,1,2,15,15
1 robot/color,9,True,1569,1,1,1,2,15,15
1 robot/color,10,True,465,1,1,1,2,15,15
1 robot/color,11,True,991,1,1,1,2,15,15
1 robot/color,12,True,982,1,1,1,2,15,15
1 robot/color,13,True,693,1,1,1,2,15,15
1 robot/color,14,True,3083,1,1,1,2,15,15
1 robot/color,15,True,687,1,1,1,2,15,15
1 robot/color,16,True,1001,1,1,1,2,15,15
1 robot/color,17,True,1569,1,1,1,2,15,15
1 robot/color,18,True,1675,1,1,1,2,15,15
1 robot/color,19,True,1240,1,1,1,2,15,15
3 robots/color,0,True,275,3,3,3,2,15,15
3 robots/color,1,True,173,3,3,3,2,15,15
3 robots/color,2,True,494,3,3,3,2,15,15
3 robots/color,3,True,345,3,3,3,2,15,15
3 robots/color,4,True,425,3,3,3,2,15,15
3 robots/color,5,True,673,3,3,3,2,15,15
3 robots/color,6,True,411,3,3,3,2,15,15
3 robots/color,7,True,289,3,3,3,2,15,15
3 robots/color,8,True,332,3,3,3,2,15,15
3 robots/color,9,True,305,3,3,3,2,15,15
3 robots/color,10,True,200,3,3,3,2,15,15
3 robots/color,11,True,161,3,3,3,2,15,15
3 robots/color,12,True,363,3,3,3,2,15,15
3 robots/color,13,True,151,3,3,3,2,15,15
3 robots/color,14,True,459,3,3,3,2,15,15
3 robots/color,15,True,241,3,3,3,2,15,15
3 robots/color,16,True,203,3,3,3,2,15,15
3 robots/color,17,True,326,3,3,3,2,15,15
3 robots/color,18,True,457,3,3,3,2,15,15
3 robots/color,19,True,331,3,3,3,2,15,15
10 robots/color,0,True,206,10,10,10,2,15,15
10 robots/color,1,True,251,10,10,10,2,15,15
10 robots/color,2,True,323,10,10,10,2,15,15
10 robots/color,3,True,86,10,10,10,2,15,15
10 robots/color,4,True,90,10,10,10,2,15,15
10 robots/color,5,True,117,10,10,10,2,15,15
10 robots/color,6,True,65,10,10,10,2,15,15
10 robots/color,7,True,162,10,10,10,2,15,15
